Text,Character,Affiliation,Season,Episode,EpisodeName
"  Oh, come on. Let us see it. Everybody talks about it.",MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
"  There's no one here but you, me, and Violet.",MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
" Oh. I felt something. Oh, Lord Greyjoy.",MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
" So did the septons, only they lied about it.",MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
" Well, he's been through so much. Look at his poor face.",MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
And how can we make him feel better?,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
I was here first.,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
Maybe he doesn't know how we are.,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
Mmm.,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
Shh.,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
We heard so much about it. (giggles),MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
What? You like her better?,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
Who sent us?,MYRANDA (BOLTON),NORTH,3,7,The Bear and the Maiden Fair
" (laughing) I can't see her, Ramsay.",MYRANDA (BOLTON),NORTH,4,2,The Lion and the Rose
I only wounded her.,MYRANDA (BOLTON),NORTH,4,2,The Lion and the Rose
Me jealous of her?,MYRANDA (BOLTON),NORTH,4,2,The Lion and the Rose
She thinks she's pretty. Let me put one through her face.,MYRANDA (BOLTON),NORTH,4,2,The Lion and the Rose
Where is she?,MYRANDA (BOLTON),NORTH,4,2,The Lion and the Rose
Yes!,MYRANDA (BOLTON),NORTH,4,6,The Laws of Gods and Men
Yes! Yes!,MYRANDA (BOLTON),NORTH,4,6,The Laws of Gods and Men
" I know. It's not the same. Still, it's good to remember. Remember the way things were. I almost forgot. There's something else to help you remember.",MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
" I'm Myranda, the kennel master's daughter. May I? (Takes Sansa’s arm and inspects her sleeve). Oh, wonderful. The stitching. Who taught you?",MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
" It's good that she taught you. It was a gift. Now every time you wear something you made, you can remember her.",MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
" Perhaps I'll marry, too.",MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
" That would spoil the surprise. Go ahead, it's perfectly safe. You won't believe it when you see it.",MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
(Smiles). Never.,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
Do you think she's pretty?,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
Down there at the end.,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
I like your dress. Who made it for you?,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
I saw you staring at her.,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
I'm sorry for what happened to her.,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
Really?,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
You said you'd marry me.,MYRANDA (BOLTON),NORTH,5,5,Kill the Boy
" Are you done with your bath, my lady?",MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
" Let’s see. There was Kiera. The blacksmith’s daughter. She was tall. Like you. Lovely figure. But she talked and talked and talked and… Ramsay got tired of that. Then there was Violet. She had gorgeous blond hair. But she got pregnant and, well, that was boring. Then Tamsay. Such a sweet girl. Of course sweet girls get a bit dull after a while, don’t they? Ramsay let me come with him on that hunt.",MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
" Lord Ramsay sent me to draw your bath, my lady. You want to be clean and fresh for your new husband don’t you?",MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
" Mm. Have you ever seen a body after the dogs have been at it? Not so pretty. But it’s your wedding day, why am I talking about such things?",MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
" You’re so beautiful. But if you need to keep him happy. Ramsay gets bored easily. You dont want to end up like... Well, like the others.",MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
I shouldn’t gossip. It’s good to see the red again. No point in hiding anymore.,MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
Myranda.,MYRANDA (BOLTON),NORTH,5,6,"Unbowed, Unbent, Unbroken"
" Die? (lowers the bow) Who said anything about dying? You can’t die yet. Your father was Warden of the North, and Ramsay needs you. Though I suppose he doesn’t need all of you. Just the parts he’ll use to make his heir. Until you’ve given him a boy or two and he’s finished using them. (raises bow) He’s got incredible plans for those parts. So. Shall we wait for him to come back, or shall we begin now?",MYRANDA (BOLTON),NORTH,5,10,Mother's Mercy
My lady. I have come to escort you back to your chamber.,MYRANDA (BOLTON),NORTH,5,10,Mother's Mercy
Stop! Stop!,MYRANDA (BOLTON),NORTH,5,10,Mother's Mercy
You’re leaving it to me? Good. Let’s begin.,MYRANDA (BOLTON),NORTH,5,10,Mother's Mercy
Is Bran going to die?,MYRCELLA BARATHEON,WESTERLANDS,1,2,The Kingsroad
I'm glad you're not dead.,MYRCELLA BARATHEON,WESTERLANDS,2,1,The North Remembers
" Mother says I'll have a new gown for the ceremony and another for the feast. But yours will be ivory, since you're the bride.",MYRCELLA BARATHEON,WESTERLANDS,2,3,What Is Dead May Never Die
When will Joffrey and Sansa be married?,MYRCELLA BARATHEON,WESTERLANDS,2,3,What Is Dead May Never Die
" Do you want to marry me because our families arranged it, or do you…",MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
" They don’t go squinty, and you didnt answer the question.",MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
" Uncle Jaime? I don’t understand, what are you doing here?",MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
How many other girls have you walked through these gardens?,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
I don’t want to!,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
No!,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
Trystane is my intended.,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
We can’t. Not yet.,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
What if he says no?,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
You hurt him!,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
You know why not. Someone will see.,MYRCELLA BARATHEON,WESTERLANDS,5,6,"Unbowed, Unbent, Unbroken"
" It’s not complicated at all, it’s simple. I love Trystane, I’m going to marry him, and we’re staying right here.",MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
" This is my home, this has been my home for years. I didn’t want to come here but she told me to. I did what she said, I did my duty and now she’s forcing me to go back?",MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
He’ll be alright.,MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
Of course you don’t! You don’t know me!,MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
Why is it happening at all?,MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
You looked different when I left. You had more hair.,MYRCELLA BARATHEON,WESTERLANDS,5,7,The Gift
Not at all. The Dornish climate agrees with me.,MYRCELLA BARATHEON,WESTERLANDS,5,9,The Dance of Dragons
That necklace was stolen from my room.,MYRCELLA BARATHEON,WESTERLANDS,5,9,The Dance of Dragons
Uncle.,MYRCELLA BARATHEON,WESTERLANDS,5,9,The Dance of Dragons
You don’t like it?,MYRCELLA BARATHEON,WESTERLANDS,5,9,The Dance of Dragons
And you really believe that?,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
Do you think mother will like him.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
I do.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
I know what you’re trying to say.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
I know. About you and mother. I think a part of me always knew. And I’m glad. I’m glad that you’re my father.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
I’ll never take it off again.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
No you don’t.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
She likes you.,MYRCELLA BARATHEON,WESTERLANDS,5,10,Mother's Mercy
" Well, he’s never going to learn to fight because he’s a stable boy. So leave him be.",NAN,WESTEROS,6,2,Home
" You leave the fighting to the little lords, Wylis. Come along, now. It’s no place for you.",NAN,WESTEROS,6,2,Home
Wylis! What’s the matter?,NAN,WESTEROS,6,5,The Door
" We need more horses and wagons, if it please my lady.",NED UMBER,NORTH,8,1,Winterfell
And my lord.,NED UMBER,NORTH,8,1,Winterfell
And my queen. Sorry.,NED UMBER,NORTH,8,1,Winterfell
"  Whoa, boy, whoa.",NIGHT'S WATCH,WALL,1,7,You Win or You Die
Well done. Well done.,NIGHT'S WATCH,WALL,1,7,You Win or You Die
"  Come on, move 'em out.",NIGHT'S WATCH,WALL,1,8,The Pointy End
"  You earned that, Snow.",NIGHT'S WATCH,WALL,1,9,Baelor
And engage!,NIGHT'S WATCH,WALL,1,9,Baelor
Well done.,NIGHT'S WATCH,WALL,1,9,Baelor
Well done. Well done.,NIGHT'S WATCH,WALL,1,9,Baelor
" Yes, commander.",NIGHT'S WATCH,WALL,2,1,The North Remembers
Raper. Raper. Horse thief. Ninth born son. Raper. Thief. Thief and raper.,NIGHT'S WATCH,WALL,4,3,Breaker of Chains
" And win no glory. I shall live and die at my post. I am the sword in the darkness. I am the watcher on the walls. I am the shield that guards the realms of men. I pledge my life and honor to the Night's Watch, for this night and all the nights to come!",NIGHT'S WATCH,WALL,4,9,The Watchers on the Wall
No Ser!,NIGHT'S WATCH,WALL,4,9,The Watchers on the Wall
No Ser!,NIGHT'S WATCH,WALL,4,9,The Watchers on the Wall
No Ser!,NIGHT'S WATCH,WALL,4,9,The Watchers on the Wall
No!,NIGHT'S WATCH,WALL,4,9,The Watchers on the Wall
And now their watch is ended.,NIGHT'S WATCH,WALL,4,10,The Children
" It appears to be a tie, Maester.",NIGHT'S WATCH,WALL,5,2,The House of Black and White
" Ser Denys Mallister joined the Watch as a boy and has served loyally longer than any other ranger. Through 10 winters he served. As commander of the Shadow Tower, he kept the wildlings away. We could do no better.",NIGHT'S WATCH,WALL,5,2,The House of Black and White
Jon Snow! Jon Snow! Jon Snow! Jon Snow!,NIGHT'S WATCH,WALL,5,2,The House of Black and White
And now his watch has ended.,NIGHT'S WATCH,WALL,5,7,The Gift
But you’ll never make it--,NIGHT'S WATCH,WALL,5,8,Hardhome
Lord Commander!,NIGHT'S WATCH,WALL,5,8,Hardhome
For the Watch.,NIGHT'S WATCH,WALL,5,10,Mother's Mercy
For the Watch.,NIGHT'S WATCH,WALL,5,10,Mother's Mercy
For the Watch.,NIGHT'S WATCH,WALL,5,10,Mother's Mercy
For the Watch.,NIGHT'S WATCH,WALL,5,10,Mother's Mercy
" They want to come in, they’re gonna come in.",NIGHT'S WATCH,WALL,6,1,The Red Woman
And they’ll slaughter us all.,NIGHT'S WATCH,WALL,6,1,The Red Woman
Edd is our only chance.,NIGHT'S WATCH,WALL,6,1,The Red Woman
It’s a sad fucking statement if Dolorous Edd is our only chance.,NIGHT'S WATCH,WALL,6,1,The Red Woman
It’s the Lord Commander!,NIGHT'S WATCH,WALL,6,1,The Red Woman
Murderers!,NIGHT'S WATCH,WALL,6,1,The Red Woman
Traitors!,NIGHT'S WATCH,WALL,6,1,The Red Woman
What’s one redhead gonna do against 40 armed men?,NIGHT'S WATCH,WALL,6,1,The Red Woman
Who killed him?,NIGHT'S WATCH,WALL,6,1,The Red Woman
Who’s gonna help us?,NIGHT'S WATCH,WALL,6,1,The Red Woman
" Generally, yes, but I've sent all the young men off to fight Robb Stark's war.",NORTHERN LORD,NORTH,2,1,The North Remembers
" Maybe not, My Lord, but he called in his Banners, and took the men.",NORTHERN LORD,NORTH,2,1,The North Remembers
" My Lord, may the Old Gods watch over your brother and all our northern sons.",NORTHERN LORD,NORTH,2,1,The North Remembers
" The walls of my Holdfast will not stand the winter. The stones were last mortared in the time of King Aerys, and I'm afraid the masons today are not fit to carry their fathers' hammers. When I was a boy, I remember seeing them put up a new tower at Torrhen's Square in a summer. Men worked back then. Today, my Holdfast looks like it was built by drunk children. At night you can hear the wind howling through the gaps. And the Gods forbid it rains. Why, I might as well sleep beneath a waterfall.",NORTHERN LORD,NORTH,2,1,The North Remembers
Of course I remember!,NORTHERN LORD,NORTH,2,1,The North Remembers
King in the North.,NORTHMEN,NORTH,2,1,The North Remembers
" You’re a greedy bitch, you know that?",NYMERIA SAND,DORNE,6,1,The Red Woman
Her or me?,NYMERIA SAND,DORNE,6,1,The Red Woman
You want her to do it or me?,NYMERIA SAND,DORNE,6,1,The Red Woman
" A ship's captain, who found me in Planky Town, claiming he had information to sell. He told me he smuggled Jaime Lannister into Dorne.",OBARA SAND,DORNE,5,4,Sons of the Harpy
" When I was a child, (Begins walking), Oberyn came to take me to court. I'd never seen this man, and yet he called himself my father. My mother wept, said I was too young, and a girl.",OBARA SAND,DORNE,5,4,Sons of the Harpy
(Smiles). I made my choice long ago.,OBARA SAND,DORNE,5,4,Sons of the Harpy
Will it be war?,OBARA SAND,DORNE,5,4,Sons of the Harpy
Without Doran we have no army to march against the Lannisters.,OBARA SAND,DORNE,5,4,Sons of the Harpy
" I wasn’t asking, princess.",OBARA SAND,DORNE,5,6,"Unbowed, Unbent, Unbroken"
I am Obara Sand. Daughter of Oberyn Martell. I fight for Dorne. Who do you fight for?,OBARA SAND,DORNE,5,6,"Unbowed, Unbent, Unbroken"
You’re coming with me.,OBARA SAND,DORNE,5,6,"Unbowed, Unbent, Unbroken"
It’s amazing how many men we beat seem to have this code.,OBARA SAND,DORNE,5,7,The Gift
We’re lucky he’s a singer. If he were a fighter we might have been in trouble.,OBARA SAND,DORNE,5,7,The Gift
Luck.,OBARA SAND,DORNE,5,9,The Dance of Dragons
You’re too slow. You’ve always been too slow.,OBARA SAND,DORNE,5,9,The Dance of Dragons
Good.,OBARA SAND,DORNE,6,1,The Red Woman
Smart boy.,OBARA SAND,DORNE,6,1,The Red Woman
We’re here to kill you.,OBARA SAND,DORNE,6,1,The Red Woman
We’re not here to feed you.,OBARA SAND,DORNE,6,1,The Red Woman
Obara.,OBARA SAND,DORNE,6,10,The Winds of Winter
We invited you to Dorne because we needed your help. You came to Dorne because you needed our help?,OBARA SAND,DORNE,6,10,The Winds of Winter
"  Will you shut up about Momma?  Momma, momma.",OBARA SAND,DORNE,7,2,Stormborn
I'm oldest.,OBARA SAND,DORNE,7,2,Stormborn
She's not my momma.  You can have Cersei.  I want The Mountain.,OBARA SAND,DORNE,7,2,Stormborn
The Mountain killed father.  He'll crush you with one hand.,OBARA SAND,DORNE,7,2,Stormborn
"  I am a prince, boy. Have you ever been with a prince?",OBERYN MARTELL,DORNE,4,1,Two Swords
" And butchered those children. My nephew and niece. Carved them up and wrapped them in Lannister cloaks. And my sister, you know what they did to her?",OBERYN MARTELL,DORNE,4,1,Two Swords
" Apologies, my love.",OBERYN MARTELL,DORNE,4,1,Two Swords
" Ellaria Sand, my paramour. The king's own Uncle Imp. Tyrion, son of Tywin Lannister.",OBERYN MARTELL,DORNE,4,1,Two Swords
" He'll live if you get him help straightaway. So, decisions.",OBERYN MARTELL,DORNE,4,1,Two Swords
" I think she likes you. ELLARIA"" She has good taste.",OBERYN MARTELL,DORNE,4,1,Two Swords
" If the Mountain killed my sister, your father gave the order. Tell your father I'm here. And tell him the Lannisters aren't the only ones who pay their debts.",OBERYN MARTELL,DORNE,4,1,Two Swords
" Longsword is a bad option in close quarters. When I pull my blade, your friend starts bleeding. Quite a lot, I'm afraid. So many veins in the wrist.",OBERYN MARTELL,DORNE,4,1,Two Swords
" The last time I was in the capital was many years ago. Another wedding. My sister Elia and Rhaegar Targaryen, the Last Dragon. My sister loved him. She bore his children. Swaddled them, rocked them, fed them at her own breast. Elia wouldn't let the wet nurse touch them. And beautiful, noble Rhaegar Targaryen left her for another woman. That started a war and the war ended right here when your father's army took the city...",OBERYN MARTELL,DORNE,4,1,Two Swords
" We'll need a few more girls. Girls, yes?",OBERYN MARTELL,DORNE,4,1,Two Swords
" You're a bit of mischief, aren't you?",OBERYN MARTELL,DORNE,4,1,Two Swords
" You're not timid, are you?",OBERYN MARTELL,DORNE,4,1,Two Swords
(Chuckles),OBERYN MARTELL,DORNE,4,1,Two Swords
(Chuckles) So have I. The one I keep hearing is that Gregor Clegane the Mountain raped Elia and split her in half with his great sword.,OBERYN MARTELL,DORNE,4,1,Two Swords
Do you know why all the world hates a Lannister?,OBERYN MARTELL,DORNE,4,1,Two Swords
Do you like women?,OBERYN MARTELL,DORNE,4,1,Two Swords
Even Dornishmen.,OBERYN MARTELL,DORNE,4,1,Two Swords
Everyone who works for Littlefinger is an offer. Take off your clothes. We'll be here a while.,OBERYN MARTELL,DORNE,4,1,Two Swords
Forgive me for staring. I don't see many Lannisters where I'm from.,OBERYN MARTELL,DORNE,4,1,Two Swords
How did that come to pass?,OBERYN MARTELL,DORNE,4,1,Two Swords
I was invited to the royal wedding.,OBERYN MARTELL,DORNE,4,1,Two Swords
I'm asking you a question.,OBERYN MARTELL,DORNE,4,1,Two Swords
Let us speak truth here. Joffrey is insulted. I am only the second son after all.,OBERYN MARTELL,DORNE,4,1,Two Swords
Look at this one. How lovely is she?,OBERYN MARTELL,DORNE,4,1,Two Swords
My way  .,OBERYN MARTELL,DORNE,4,1,Two Swords
Seems I visited the Lannister brothel by mistake.,OBERYN MARTELL,DORNE,4,1,Two Swords
Take off your clothes.,OBERYN MARTELL,DORNE,4,1,Two Swords
The two girls can leave.,OBERYN MARTELL,DORNE,4,1,Two Swords
They like them pale in the capital. Shows they don't work the fields.,OBERYN MARTELL,DORNE,4,1,Two Swords
We don't like the smell. (Laughs),OBERYN MARTELL,DORNE,4,1,Two Swords
What are you? His hired killer?,OBERYN MARTELL,DORNE,4,1,Two Swords
You like?,OBERYN MARTELL,DORNE,4,1,Two Swords
You stay.,OBERYN MARTELL,DORNE,4,1,Two Swords
You think your gold and your lions and your gold lions make you better than everyone. May I tell you a secret? You're not a golden lion. You're just a pink little man who is far too slow on the draw.,OBERYN MARTELL,DORNE,4,1,Two Swords
" Bastards are born of passion, aren't they? We don't despise them in Dorne.",OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
" I don't believe you have met Ellaria. This is the Lord Hand Tywin Lannister and Cersei Lannister the Queen Regent. I suppose it is former Queen Regent now. Lord Hand and Lady Cersei, Ellaria Sand.",OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
" I expect it is a relief, Lady Cersei, giving up your regal responsibilities. Wearing the crown for so many years must have left your neck a bit crooked.",OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
" People everywhere have their differences. In some places the highborn frown upon those of low birth. In other places the rape and murder of women and children is considered distasteful. What a fortunate thing for you, former Queen Regent, that your daughter Myrcella has been sent to live in the latter sort of place.",OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
Hello.,OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
Not you.,OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
They call it the rich man's disease. A wonder you don't have it.,OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
Your Grace. Lord Tywin.,OBERYN MARTELL,DORNE,4,2,The Lion and the Rose
"  (CHUCKLES) Someday, if you're lucky, you will wake up and realize you are old. That pretty ass of yours will sag. Your belly will grow soft and your back will ache in the night and gray hairs will sprout from your ears. No one will want you anymore. Make sure you fucked your fill before that day.",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" Are you interrogating me, Lord Tywin?",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" I never realized you had such respect for Dorne, Lord Tywin.",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" Then everyone is missing half the world's pleasure. The gods made that and it delights me. The gods made this and it delights me. When it comes to war, I fight for Dorne. When it comes to love, I don't choose sides.",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" Well, you made the Tyrell girl a queen. Asking me to judge at your son's trial isn't quite as tempting.",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" What are you, 25?",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
" You are unarmed and unguarded because you know me better than that. I am a man of reason. If I cut your throat today, I will be drawn and quartered tomorrow.",OBERYN MARTELL,DORNE,4,3,Breaker of Chains
But you want something in return.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Does that surprise you?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Greedy.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
He might not enjoy it as much as he thinks he would.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
I did. This is why I know.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
I don't believe that a child is responsible for the sins of his father. Or his grandfather. An awful way to die.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
I would like to speak with the Mountain.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
I'm sorry about your grandson.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Lord Tywin.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Rather suspicious. Why haven't you thrown me in a dungeon?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
She was raped and murdered by the Mountain. The Mountain follows your orders. Of course I blame you.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
So you deny involvement in Elia's murder?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Some believe the sky is blue because we live inside the eye of a blue-eyed giant. The king was poisoned.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Some wine?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
The death of my sister.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
They will all have to line up behind you.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Why?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Would you like to sit?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
You think we conspired together?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
You're calling my beauty an acquired taste?,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
You're saying you need us? That must be hard for you to admit.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
Your loss.,OBERYN MARTELL,DORNE,4,3,Breaker of Chains
"  A poem, actually.",OBERYN MARTELL,DORNE,4,5,First of His Name
"  Yes. But I can't say it without turning sad. And after I turn sad, I grow angry.",OBERYN MARTELL,DORNE,4,5,First of His Name
" The last time I saw her, she was swimming with two of my girls in the Water Gardens. Laughing in the sun.",OBERYN MARTELL,DORNE,4,5,First of His Name
Anything at all.,OBERYN MARTELL,DORNE,4,5,First of His Name
Eight.,OBERYN MARTELL,DORNE,4,5,First of His Name
For one of my daughters.,OBERYN MARTELL,DORNE,4,5,First of His Name
I couldn't very well refuse a royal escort.,OBERYN MARTELL,DORNE,4,5,First of His Name
I will have it sailed down to Sunspear for her.,OBERYN MARTELL,DORNE,4,5,First of His Name
Not a very good one.,OBERYN MARTELL,DORNE,4,5,First of His Name
The fifth is difficult. I named her after my sister Elia.,OBERYN MARTELL,DORNE,4,5,First of His Name
We can avenge them.,OBERYN MARTELL,DORNE,4,5,First of His Name
We will have a trial and we will learn the truth.,OBERYN MARTELL,DORNE,4,5,First of His Name
Which joke is that?,OBERYN MARTELL,DORNE,4,5,First of His Name
You have my word. We don't hurt little girls in Dorne.,OBERYN MARTELL,DORNE,4,5,First of His Name
You really believe Tyrion murdered your son?,OBERYN MARTELL,DORNE,4,5,First of His Name
Your Grace.,OBERYN MARTELL,DORNE,4,5,First of His Name
" I think you have made your point, Grand Maester. You have a lot of poison in your store.",OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
" My paramour Ellaria, she would find you very interesting. You should come to the brothel and meet her. We brought our own wine, not the swill they serve here. We have some lovely boys on retainer, but...",OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
" These meetings aren't always going to be this early, are they? I was up late last night. So, does this mean I am a master of something now? Coins, ships?",OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
" Tyrion said, ""And you will know the debt is paid."" What debt?",OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
And did you?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
And yet everyone does.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Everybody is interested in something.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Five years.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Fuck him like it was his last night in this world.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
How could you possibly know all this? Why would he reveal such plans to his wife's maid?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
I have an ear for that as well. How did you get here?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Lord Varys is right. I have been to Essos and seen the Unsullied firsthand. They are very impressive on the battlefield. Less so in the bedroom.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Lord Varys...,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
One you don't like telling people.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Really? Girls? Hmm. I hope you won't be offended when I say I never would have guessed.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Such as?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
Tis a big and beautiful world. Most of us live and die in the same corner where we were born and never get to see any of it. I don't want to be most of us.,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
What then?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
You are from Essos. Where? Lys?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
You did like boys before?,OBERYN MARTELL,DORNE,4,6,The Laws of Gods and Men
" I've come to the perfect place. I want to bring those who have wronged me to justice. And all those who have wronged me are right here. I will begin with Ser Gregor Clegane, who killed my sister's children and then raped her with their blood still on his hands before killing her, too. I will be your champion.",OBERYN MARTELL,DORNE,4,7,Mockingbird
" The whole way from Dorne all anyone talked about was the monster that had been born to Tywin Lannister. A head twice the size of his body, a tail between his legs, claws, one red eye, the privates of both a girl and a boy.",OBERYN MARTELL,DORNE,4,7,Mockingbird
" Unlikely. You had just been born. Our father brought me and my sister Elia with him on a visit to Casterly Rock. My first time away from Dorne. I didn't like anything about the Rock. Not the food, not the weather, your accents. Nothing. But the biggest disappointment... you.",OBERYN MARTELL,DORNE,4,7,Mockingbird
" When we met your sister, she promised she would show you to us. Every day we would ask. Every day she would say, ""Soon."" Then she and your brother took us to your nursery and... she unveiled the freak. Your head was a bit large. Your arms and legs were a bit small, but no claw. No red eye. No tail between your legs. Just a tiny pink cock. We didn't try to hide our disappointment. ""That's not a monster,"" I told Cersei. ""That's just a baby."" And she said, ""He killed my mother."" And she pinched your little cock so hard, I thought she might pull it off. Until your brother made her stop. ""It doesn't matter,"" she told us. ""Everyone says he will die soon. I hope they are right. He should not have lived this long.""",OBERYN MARTELL,DORNE,4,7,Mockingbird
" Yes, I know. We met, you and I. Many years ago.",OBERYN MARTELL,DORNE,4,7,Mockingbird
And what about what I want? Justice for my sister and her children.,OBERYN MARTELL,DORNE,4,7,Mockingbird
